trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
800,False,"{'a': 0.2599999999999817, 'e': 0.3016463422430441}",20,9,4.430509060622878,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.25919999999998167, 'e': 0.30119421191220214}",25,3,-4.8897429017105685,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
802,False,"{'a': 0.25839999999998164, 'e': 0.300742759268464}",20,3,-2.5623186616652402,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
803,False,"{'a': 0.2575999999999816, 'e': 0.30029198329606105}",25,6,-3.513328167853789,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
804,False,"{'a': 0.2567999999999816, 'e': 0.29984188298074727}",25,17,18.74682706865744,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.2559999999999816, 'e': 0.29939245730979669}",20,0,3.0108981438604614,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
806,False,"{'a': 0.25519999999998155, 'e': 0.29894370527200131}",20,0,10.822945705601526,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
807,False,"{'a': 0.25439999999998153, 'e': 0.29849562585766892}",25,11,2.3552049052344706,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
808,False,"{'a': 0.2535999999999815, 'e': 0.2980482180586207}",20,0,12.295817815788315,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
809,False,"{'a': 0.2527999999999815, 'e': 0.29760148086818883}",25,0,-31.428168809625877,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
810,False,"{'a': 0.25199999999998146, 'e': 0.29715541328121442}",20,10,-14.89510481677077,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
811,False,"{'a': 0.25119999999998144, 'e': 0.29671001429404531}",20,0,-17.47910552982165,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
812,False,"{'a': 0.2503999999999814, 'e': 0.29626528290453352}",20,0,20.938683624761897,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
813,False,"{'a': 0.24959999999998142, 'e': 0.29582121811203321}",25,3,25.758376454808378,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.24879999999998142, 'e': 0.2953778189173985}",30,10,-40.54031932069606,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
815,False,"{'a': 0.24799999999998143, 'e': 0.29493508432298093}",25,0,-15.211987031890507,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
816,False,"{'a': 0.24719999999998143, 'e': 0.29449301333262756}",30,18,7.39601405460091,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.24639999999998144, 'e': 0.29405160495167837}",25,10,15.396673967564187,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.24559999999998144, 'e': 0.29361085818696442}",25,11,24.020760356757467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.24479999999998145, 'e': 0.29317077204680519}",25,11,26.93776554565278,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.24399999999998145, 'e': 0.29273134554100688}",20,2,-8.804342768069683,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
821,False,"{'a': 0.24319999999998146, 'e': 0.29229257768085942}",20,15,-3.2179332254576707,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
822,False,"{'a': 0.24239999999998146, 'e': 0.29185446747913507}",25,18,12.692244064628927,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.24159999999998147, 'e': 0.29141701395008568}",20,0,6.323650675359106,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
824,False,"{'a': 0.24079999999998147, 'e': 0.29098021610944069}",20,15,7.808108809142472,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.23999999999998148, 'e': 0.2905440729744046}",20,0,-31.111648538217402,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
826,False,"{'a': 0.23919999999998148, 'e': 0.29010858356365532}",25,10,-38.25931231218814,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
827,False,"{'a': 0.2383999999999815, 'e': 0.28967374689734143}",25,9,-16.432098300176516,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
828,False,"{'a': 0.2375999999999815, 'e': 0.28923956199708029}",25,2,3.128207259230943,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
829,False,"{'a': 0.2367999999999815, 'e': 0.28880602788595566}",20,3,2.0446948928970903,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
830,False,"{'a': 0.2359999999999815, 'e': 0.28837314358851557}",25,13,2.499873883838322,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.2351999999999815, 'e': 0.28794090813077028}",30,4,10.789165291720526,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
832,False,"{'a': 0.2343999999999815, 'e': 0.28750932054018974}",20,14,-32.191621724245124,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
833,False,"{'a': 0.23359999999998152, 'e': 0.28707837984570167}",20,1,-0.0055236105334075525,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
834,False,"{'a': 0.23279999999998152, 'e': 0.28664808507768941}",20,1,9.955622592297669,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
835,False,"{'a': 0.23199999999998153, 'e': 0.28621843526798946}",25,3,-29.114676241376856,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
836,False,"{'a': 0.23119999999998153, 'e': 0.28578942944988966}",20,0,22.326016126758823,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
837,False,"{'a': 0.23039999999998154, 'e': 0.28536106665812666}",20,12,5.798729878853981,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.22959999999998154, 'e': 0.28493334592888403}",30,13,19.113964808887687,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
839,False,"{'a': 0.22879999999998155, 'e': 0.28450626629978992}",25,1,15.86155285312239,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
840,False,"{'a': 0.22799999999998155, 'e': 0.28407982680991511}",25,17,16.26615028556737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.22719999999998156, 'e': 0.2836540264997704}",20,0,-48.44437336104175,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
842,False,"{'a': 0.22639999999998156, 'e': 0.28322886441130496}",20,8,0.30488571011364884,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.22559999999998157, 'e': 0.28280433958790391}",30,4,19.250610452605322,"{0: 23, 1: 3, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.22479999999998157, 'e': 0.28238045107438636}",25,13,9.458113910880673,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
845,False,"{'a': 0.22399999999998157, 'e': 0.28195719791700274}",20,0,-18.752214966620123,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
846,False,"{'a': 0.22319999999998158, 'e': 0.28153457916343344}",30,0,-106.12663326515394,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",1
847,False,"{'a': 0.22239999999998158, 'e': 0.28111259386278598}",20,0,-15.780523080908523,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
848,False,"{'a': 0.2215999999999816, 'e': 0.2806912410655934}",20,0,19.67796906665307,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
849,False,"{'a': 0.2207999999999816, 'e': 0.28027051982381157}",25,10,3.235399714390333,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
850,False,"{'a': 0.2199999999999816, 'e': 0.2798504291908176}",30,3,-72.5642207318873,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 2}",1
851,False,"{'a': 0.2191999999999816, 'e': 0.27943096822140728}",25,0,-18.51134233063343,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
852,False,"{'a': 0.2183999999999816, 'e': 0.27901213597179347}",30,10,-38.53118400936759,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
853,False,"{'a': 0.2175999999999816, 'e': 0.27859393149960326}",20,8,7.6022292562206,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.21679999999998162, 'e': 0.27817635386387646}",20,13,15.035674366222608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.21599999999998162, 'e': 0.27775940212506323}",25,7,6.211051061624186,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.21519999999998163, 'e': 0.27734307534502195}",20,9,5.528729309725071,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.21439999999998163, 'e': 0.27692737258701716}",25,8,12.108833885297827,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
858,False,"{'a': 0.21359999999998164, 'e': 0.27651229291571749}",20,8,-41.20870974510557,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
859,False,"{'a': 0.21279999999998164, 'e': 0.27609783539719368}",25,18,1.027501291848543,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
860,False,"{'a': 0.21199999999998165, 'e': 0.27568399909891589}",30,0,9.047997240917178,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
861,False,"{'a': 0.21119999999998165, 'e': 0.27527078308975234}",25,3,24.404019782978683,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.21039999999998166, 'e': 0.2748581864399669}",25,0,-5.145226606860437,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
863,False,"{'a': 0.20959999999998166, 'e': 0.27444620822121696}",25,18,12.070983395533418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.20879999999998167, 'e': 0.27403484750655127}",25,0,-0.05287558388984204,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
865,False,"{'a': 0.20799999999998167, 'e': 0.27362410337040804}",25,20,10.844910483034226,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.20719999999998168, 'e': 0.27321397488861288}",20,0,7.6227482809110985,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
867,False,"{'a': 0.20639999999998168, 'e': 0.27280446113837648}",30,16,-13.642157426528437,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
868,False,"{'a': 0.2055999999999817, 'e': 0.27239556119829272}",20,0,19.783904490727245,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
869,False,"{'a': 0.2047999999999817, 'e': 0.27198727414833657}",20,8,22.40769822408709,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.2039999999999817, 'e': 0.27157959906986195}",35,17,-93.05524378027438,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
871,False,"{'a': 0.2031999999999817, 'e': 0.27117253504559991}",25,0,4.876235238048852,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
872,False,"{'a': 0.2023999999999817, 'e': 0.27076608115965606}",25,7,28.74068247905038,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.2015999999999817, 'e': 0.27036023649750901}",20,12,7.121309415523809,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
874,False,"{'a': 0.20079999999998172, 'e': 0.26995500014600821}",20,14,-2.226388426326497,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
875,False,"{'a': 0.19999999999998172, 'e': 0.26955037119337161}",20,14,-1.4215826964458884,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
876,False,"{'a': 0.19919999999998173, 'e': 0.26914634872918392}",25,16,15.687292878403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.19839999999998173, 'e': 0.26874293184439435}",20,0,18.53950818268844,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
878,False,"{'a': 0.19759999999998173, 'e': 0.26834011963131488}",25,13,-19.183280660300728,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
879,False,"{'a': 0.19679999999998174, 'e': 0.26793791118361776}",25,8,-20.23111738738133,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
880,False,"{'a': 0.19599999999998174, 'e': 0.26753630559633385}",20,2,-25.29801678274018,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
881,False,"{'a': 0.19519999999998175, 'e': 0.26713530196585039}",20,0,-24.200303685137325,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
882,False,"{'a': 0.19439999999998175, 'e': 0.26673489938990902}",20,0,-15.181482469331042,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
883,False,"{'a': 0.19359999999998176, 'e': 0.26633509696760388}",20,10,6.298577065799947,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
884,False,"{'a': 0.19279999999998176, 'e': 0.26593589379937921}",20,12,15.688333923003357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.19199999999998177, 'e': 0.26553728898702778}",25,14,22.64656283487349,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.19119999999998177, 'e': 0.26513928163368861}",30,17,-8.750501857976218,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
887,False,"{'a': 0.19039999999998178, 'e': 0.26474187084384504}",25,12,-42.051328875114535,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
888,False,"{'a': 0.18959999999998178, 'e': 0.26434505572332245}",20,6,14.17270412184738,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
889,False,"{'a': 0.1887999999999818, 'e': 0.26394883537928682}",20,3,-27.0562102944149,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
890,False,"{'a': 0.1879999999999818, 'e': 0.26355320892024209}",35,24,19.714740287351702,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.1871999999999818, 'e': 0.26315817545602871}",20,11,-23.076998771524963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
892,False,"{'a': 0.1863999999999818, 'e': 0.26276373409782106}",30,24,9.915931820078656,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.1855999999999818, 'e': 0.26236988395812599}",25,13,-52.21537307460269,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
894,False,"{'a': 0.1847999999999818, 'e': 0.26197662415078049}",20,8,23.208475894229966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.18399999999998182, 'e': 0.26158395379094995}",20,0,-6.307904492640558,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
896,False,"{'a': 0.18319999999998182, 'e': 0.26119187199512572}",35,22,22.790314506049924,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.18239999999998183, 'e': 0.26080037788112365}",20,7,-14.026189458522992,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
898,False,"{'a': 0.18159999999998183, 'e': 0.26040947056808189}",20,15,9.069672831306843,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.18079999999998184, 'e': 0.26001914917645874}",20,3,-15.600340136634419,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
900,False,"{'a': 0.17999999999998184, 'e': 0.25962941282803093}",20,10,18.142722660609852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.17919999999998185, 'e': 0.25924026064589151}",20,9,-26.812302297512282,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
902,False,"{'a': 0.17839999999998185, 'e': 0.25885169175444794}",25,0,4.1375176054278455,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
903,False,"{'a': 0.17759999999998186, 'e': 0.25846370527941998}",25,11,17.44538924006584,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
904,False,"{'a': 0.17679999999998186, 'e': 0.25807630034783796}",20,14,0.5527808515848158,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.17599999999998187, 'e': 0.2576894760880406}",20,2,3.0882779578171937,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
906,False,"{'a': 0.17519999999998187, 'e': 0.25730323162967317}",30,15,22.662038133370345,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.17439999999998188, 'e': 0.25691756610368544}",20,9,-1.2171105965868783,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
908,False,"{'a': 0.17359999999998188, 'e': 0.25653247864232981}",20,12,15.35867213061433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.17279999999998188, 'e': 0.25614796837915932}",25,13,-2.2408043804035422,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
910,False,"{'a': 0.1719999999999819, 'e': 0.25576403444902585}",20,0,-63.58102976899951,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
911,False,"{'a': 0.1711999999999819, 'e': 0.25538067598807773}",30,5,2.404845856651925,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
912,False,"{'a': 0.1703999999999819, 'e': 0.25499789213375829}",20,0,1.8300684717887303,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
913,False,"{'a': 0.1695999999999819, 'e': 0.25461568202480378}",20,8,-25.22387518198839,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
914,False,"{'a': 0.1687999999999819, 'e': 0.25423404480124123}",20,0,16.746187318409458,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
915,False,"{'a': 0.1679999999999819, 'e': 0.25385297960438674}",20,8,20.89773185639284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.16719999999998192, 'e': 0.25347248557684343}",25,19,7.1652641749025,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.16639999999998192, 'e': 0.25309256186249957}",20,0,16.86603713396089,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
918,False,"{'a': 0.16559999999998193, 'e': 0.25271320760652677}",25,5,-15.205583039869564,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
919,False,"{'a': 0.16479999999998193, 'e': 0.25233442195537764}",25,10,28.665635893934432,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.16399999999998194, 'e': 0.25195620405678437}",30,16,-10.19961267213439,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
921,False,"{'a': 0.16319999999998194, 'e': 0.25157855305975652}",25,0,-21.54462685456414,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
922,False,"{'a': 0.16239999999998195, 'e': 0.25120146811457922}",30,17,3.992498120057644,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
923,False,"{'a': 0.16159999999998195, 'e': 0.25082494837281111}",25,14,15.9757123281982,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.16079999999998196, 'e': 0.25044899298728268}",30,17,-47.44940411440246,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
925,False,"{'a': 0.15999999999998196, 'e': 0.25007360111209409}",25,3,15.263527000818886,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
926,False,"{'a': 0.15919999999998197, 'e': 0.24969877190261355}",20,8,-1.1503633467909151,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
927,False,"{'a': 0.15839999999998197, 'e': 0.24932450451547511}",30,3,39.97901104309407,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.15759999999998198, 'e': 0.24895079810857701}",20,9,-20.952544838102426,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
929,False,"{'a': 0.15679999999998198, 'e': 0.24857765184107969}",20,3,28.255206413133326,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.155999999999982, 'e': 0.24820506487340391}",25,8,18.047875277213144,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.155199999999982, 'e': 0.24783303636722875}",25,17,-12.209083755410909,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
932,False,"{'a': 0.154399999999982, 'e': 0.24746156548549}",20,0,14.42755273417579,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
933,False,"{'a': 0.153599999999982, 'e': 0.24709065139237799}",25,17,3.0265572331831425,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
934,False,"{'a': 0.152799999999982, 'e': 0.24672029325333589}",25,11,0.021176651185150996,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
935,False,"{'a': 0.151999999999982, 'e': 0.24635049023505765}",20,0,28.311519572172955,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.15119999999998202, 'e': 0.24598124150548634}",35,12,2.537833903129683,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
937,False,"{'a': 0.15039999999998202, 'e': 0.24561254623381221}",20,10,6.290344108354343,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
938,False,"{'a': 0.14959999999998203, 'e': 0.24524440359047078}",25,7,31.795719900535662,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.14879999999998203, 'e': 0.24487681274714085}",20,10,13.255944688791208,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.14799999999998203, 'e': 0.24450977287674289}",25,14,22.06830705547149,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.14719999999998204, 'e': 0.24414328315343711}",20,0,-12.99825195116178,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
942,False,"{'a': 0.14639999999998204, 'e': 0.24377734275262139}",25,3,15.158207273762308,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
943,False,"{'a': 0.14559999999998205, 'e': 0.24341195085092968}",20,12,4.854572028445803,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
944,False,"{'a': 0.14479999999998205, 'e': 0.24304710662623008}",20,0,28.606972775336143,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
945,False,"{'a': 0.14399999999998206, 'e': 0.24268280925762301}",20,14,-2.6829406920430303,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
946,False,"{'a': 0.14319999999998206, 'e': 0.24231905792543906}",30,24,11.95160727183854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.14239999999998207, 'e': 0.24195585181123769}",20,8,3.9783066896677797,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
948,False,"{'a': 0.14159999999998207, 'e': 0.24159319009780494}",30,12,-58.17640633861092,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
949,False,"{'a': 0.14079999999998208, 'e': 0.24123107196915192}",25,3,-12.811785513754288,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
950,False,"{'a': 0.13999999999998208, 'e': 0.24086949661051255}",25,11,12.897602275619349,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
951,False,"{'a': 0.1391999999999821, 'e': 0.24050846320834215}",20,9,20.12801048732205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.1383999999999821, 'e': 0.24014797095031543}",30,13,16.956953635143645,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
953,False,"{'a': 0.1375999999999821, 'e': 0.23978801902532473}",25,14,17.578795509145067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.1367999999999821, 'e': 0.23942860662347792}",20,0,-35.65007319866737,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
955,False,"{'a': 0.1359999999999821, 'e': 0.23906973293609704}",20,2,-54.27584260423977,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
956,False,"{'a': 0.1351999999999821, 'e': 0.23871139715571613}",20,7,0.46101450794973964,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
957,False,"{'a': 0.13439999999998212, 'e': 0.23835359847607956}",20,1,11.798025562585943,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
958,False,"{'a': 0.13359999999998212, 'e': 0.2379963360921401}",20,7,-18.61045597109676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
959,False,"{'a': 0.13279999999998213, 'e': 0.23763960920005722}",25,12,21.279445202632818,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.13199999999998213, 'e': 0.2372834169971953}",30,2,-23.940951113063992,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
961,False,"{'a': 0.13119999999998214, 'e': 0.23692775868212179}",25,19,11.688931930641177,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.13039999999998214, 'e': 0.23657263345460522}",20,12,13.779559921811247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.12959999999998215, 'e': 0.23621804051561371}",25,16,6.606752369977715,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
964,False,"{'a': 0.12879999999998215, 'e': 0.23586397906731302}",30,16,24.52504630771928,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.12799999999998216, 'e': 0.23551044831306478}",20,0,-1.6870928016859938,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
966,False,"{'a': 0.12719999999998216, 'e': 0.23515744745742456}",20,0,-27.47872611685204,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
967,False,"{'a': 0.12639999999998217, 'e': 0.23480497570614031}",25,0,4.492782801411196,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
968,False,"{'a': 0.12559999999998217, 'e': 0.2344530322661505}",20,3,16.742580480732457,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.12479999999998218, 'e': 0.23410161634558221}",20,0,3.450257870911245,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
970,False,"{'a': 0.12399999999998218, 'e': 0.23375072715374942}",20,10,21.168684477647613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.12319999999998218, 'e': 0.23340036390115135}",25,15,12.002066439592625,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.12239999999998219, 'e': 0.2330505257994705}",25,7,20.801857773506384,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
